-0.12049,0.17997,-0.16643,0.33259,-0.04444
0.08739,-0.05152,0.00151,0.19071,0.02422
-0.07760,0.01716,0.01040,0.12033,-0.02429
0.22115,-0.30415,0.28740,-0.56624,0.07990
0.13398,-0.07898,0.00232,0.29236,0.03713
-0.10490,-0.25393,0.55508,0.25321,0.29432
0.01626,0.11225,0.09396,-0.02194,-0.23580
-0.22152,-0.16752,-0.00283,0.36676,-0.45782
-0.21586,0.04774,0.02892,0.33472,-0.06756
0.14833,-0.16410,0.08938,0.31493,-0.00552
0.01792,0.04338,-0.09482,-0.04326,-0.05028
0.18455,-0.04719,0.83827,0.11124,-0.88997
-0.03910,0.00392,-0.17421,-0.02307,0.18265
0.24700,-0.18800,-0.16749,-0.05377,-0.03839
0.20824,0.09674,-0.19931,0.70069,-0.06566
0.13055,-0.07697,0.00226,0.28489,0.03619
-0.65641,0.58201,0.57246,-0.27162,0.11715
-0.16569,0.10498,0.01632,0.31971,-0.01452
0.06473,-0.03192,-0.05028,0.02554,-0.00538
0.28955,0.11957,0.02822,-0.26120,0.31212
-0.09767,0.12665,0.05725,-0.02293,0.29802
-0.35861,-0.63507,0.05628,-0.08853,0.01553
-0.18342,0.01837,-0.81724,-0.10821,0.85681
0.01978,0.13658,0.11433,-0.02670,-0.28691
-0.45060,0.09942,-0.19178,-0.14939,0.16188
-0.00267,0.02062,-0.02625,-0.02108,0.00789
0.00728,0.35450,-0.42910,-0.34563,0.06310
-0.01818,0.00182,-0.08098,-0.01072,0.08490
0.36132,-0.19747,0.04109,0.11492,-0.43188
0.28292,-0.20180,0.13082,0.43346,-0.04977
0.27465,0.14990,0.18771,-0.42839,0.73682
-0.08980,-0.09451,0.07751,0.06422,0.10312
0.32988,-0.06121,0.10817,0.65705,-0.17141
0.02963,0.06992,-0.01878,-0.09154,-0.03735
-0.15467,0.29465,0.02925,0.52623,0.08897
-0.00421,0.00628,-0.00581,0.01161,-0.00155
-0.04992,0.07457,-0.06896,0.13780,-0.01841
0.10023,-0.04943,-0.07785,0.03954,-0.00833
0.00654,0.01583,-0.03461,-0.01579,-0.01835
-0.13116,0.05734,0.30806,0.27908,0.13805
-0.32697,0.06807,-0.14040,-0.11628,0.11710
-0.35417,0.33931,0.08737,-0.59511,0.38039
0.02107,-0.23635,0.33017,0.26759,-0.08152
-0.28775,0.16964,-0.00497,-0.62792,-0.07976
-0.01421,-0.03441,0.07522,0.03431,0.03988
0.24873,0.12836,0.11566,-0.06208,0.27740
0.27856,-0.13738,-0.21636,0.10989,-0.02315
0.01369,0.09452,0.07911,-0.01848,-0.19855
-0.19826,0.14142,-0.09168,-0.30376,0.03488
0.30401,-0.14993,-0.23612,0.11993,-0.02527
-0.08783,0.00880,-0.39134,-0.05182,0.41029
0.03539,0.03303,0.03365,-0.02249,0.00512
-0.15732,-0.99464,-0.13782,-0.00946,-0.24677
-0.29153,-0.13182,-0.11388,0.05554,-0.36843
0.31653,0.32606,-0.01663,-0.71598,0.74067
-0.02624,0.03920,-0.03625,0.07244,-0.00968
-0.08242,0.03603,0.19359,0.17538,0.08675
-0.05065,0.02498,0.03934,-0.01998,0.00421
-0.10689,-0.67584,-0.09365,-0.00643,-0.16767
-0.04965,-0.12019,0.26273,0.11985,0.13931
0.09060,-0.21982,0.11581,-0.05299,0.02870
0.12991,-0.01301,0.57884,0.07664,-0.60686
0.25379,-0.37908,0.35056,-0.70053,0.09360
0.17185,0.17325,-0.53324,-0.18087,-0.25535
-0.04279,0.33097,-0.42144,-0.33846,0.12662
0.31061,0.32690,-0.26810,-0.22212,-0.35669
-0.02022,-0.13062,0.28060,0.23485,-0.01515
0.02048,0.05933,0.06108,0.00341,-0.14267
0.01225,-0.06916,0.40701,0.18536,-0.59173
0.04545,-0.09833,-0.00737,-0.15551,-0.02426
0.03143,-0.00315,0.14004,0.01854,-0.14682
0.10888,-0.26416,0.13916,-0.06368,0.03449
0.19264,0.14568,0.00246,-0.31894,0.39813
0.32314,-0.07146,-0.04330,-0.50108,0.10114
0.18308,0.05165,0.13655,-0.00767,0.35648
0.44461,0.02517,-0.33308,-0.12310,-0.13782
-0.12051,-0.76194,-0.10558,-0.00725,-0.18903
0.45279,0.42265,0.43051,-0.28775,0.06553
0.27958,-0.13789,-0.21715,0.11029,-0.02324
0.19982,0.29651,-0.51702,-0.27091,-0.17365
0.16451,0.38816,-0.10425,-0.50816,-0.20733
0.23163,-0.01370,-0.05252,-0.33457,0.02945
0.00507,0.31444,0.09763,0.04184,0.15353
-0.02108,0.04561,0.00342,0.07213,0.01125
0.03177,0.12080,0.03152,-0.00399,0.03838
-0.05721,-0.04326,-0.00073,0.09472,-0.11824
-0.01514,0.11711,-0.14913,-0.11976,0.04480
-0.59439,-0.19298,-0.27078,0.21335,-0.71632
0.13703,-0.55039,0.00378,-0.39994,0.06565
-0.08205,-0.07398,-0.07642,0.04732,-0.01210
