-0.16994,0.05026,-0.32075,0.40306,0.06622
0.14243,-0.17403,0.01767,0.07160,0.01342
-0.02795,0.02197,-0.07405,0.09044,-0.09989
0.30747,-0.14591,0.55692,-0.70212,0.04351
0.21835,-0.26680,0.02709,0.10976,0.02057
0.01905,-0.18997,0.33243,0.64043,0.18215
0.14430,0.21682,0.00716,-0.07137,-0.13193
-0.05301,0.19503,0.02757,0.40989,-0.62511
-0.07776,0.06111,-0.20598,0.25158,-0.27786
0.13094,-0.14537,0.15219,0.43929,0.07867
-0.00325,0.03245,-0.05679,-0.10940,-0.03112
0.28058,0.01758,0.91320,-0.63850,-0.55898
-0.06849,0.05393,-0.17966,0.11402,0.11530
-0.20323,0.02445,-0.40584,0.15434,0.05954
0.34058,-0.41353,-0.50921,0.79552,0.13701
0.21277,-0.25998,0.02640,0.10696,0.02004
-0.50933,0.58215,0.84132,-0.65966,-0.02422
0.27243,0.01673,-0.10524,0.28855,-0.33976
0.03128,0.00006,-0.08008,0.05187,0.01045
0.22255,-0.22784,0.25854,-0.33951,0.42680
0.03783,0.15350,0.10790,-0.10043,0.36457
0.22374,-0.75988,0.22799,0.00158,0.07440
-0.32130,0.25301,-0.84282,0.53489,0.54089
0.17558,0.26382,0.00871,-0.08684,-0.16052
0.17017,0.14557,-0.60577,-0.33645,0.14768
0.00189,0.03181,-0.02329,0.00753,-0.00610
-0.02920,0.50239,-0.35534,0.16385,-0.10739
-0.03184,0.02507,-0.08352,0.05300,0.05360
0.10838,-0.32121,0.21479,0.40334,-0.61440
0.34293,-0.05397,0.24249,0.41445,-0.16905
0.08931,-0.39525,0.14386,-0.25269,1.02961
-0.10272,-0.12637,0.11255,0.04264,0.00637
0.75524,-0.35643,0.07822,0.17233,-0.13851
0.04027,0.05779,-0.00216,-0.09579,-0.09346
0.52357,-0.19202,0.05797,0.40701,0.22199
-0.00593,0.00175,-0.01119,0.01407,0.00231
-0.07041,0.02082,-0.13289,0.16700,0.02744
0.04843,0.00010,-0.12398,0.08032,0.01618
-0.00119,0.01184,-0.02073,-0.03993,-0.01136
-0.20667,0.07899,0.38715,0.03945,0.18077
-0.15033,0.09383,-0.34152,-0.24006,0.08550
-0.18656,0.74760,0.01912,-0.42375,0.47130
-0.08852,-0.31681,0.37865,-0.06811,0.12534
-0.46896,0.57303,-0.05818,-0.23574,-0.04417
0.00258,-0.02574,0.04505,0.08679,0.02468
0.41587,0.16698,0.16691,-0.00471,0.23196
0.13461,0.00026,-0.34459,0.22322,0.04497
0.12150,0.18256,0.00603,-0.06009,-0.11108
-0.24032,0.03782,-0.16993,-0.29043,0.11847
0.14691,0.00029,-0.37607,0.24361,0.04907
-0.15386,0.12115,-0.40359,0.25614,0.25901
0.02067,0.03622,0.04750,0.02665,0.00009
0.31783,-1.19320,0.13324,0.14842,-0.19256
-0.43752,-0.02710,0.03303,0.14802,-0.30489
0.05191,-0.41921,0.22433,-0.67940,1.08185
-0.03701,0.01095,-0.06986,0.08779,0.01442
-0.12987,0.04964,0.24329,0.02479,0.11360
-0.02448,-0.00005,0.06265,-0.04059,-0.00818
0.21596,-0.81075,0.09053,0.10085,-0.13084
0.00901,-0.08992,0.15734,0.30313,0.08622
0.23364,-0.24054,-0.04926,-0.00402,0.05398
0.22757,-0.17920,0.59695,-0.37885,-0.38310
0.35794,-0.10585,0.67559,-0.84896,-0.13948
0.11340,0.18131,-0.65358,-0.39219,-0.12965
0.03034,0.51074,-0.37388,0.12084,-0.09791
0.35529,0.43712,-0.38929,-0.14750,-0.02203
-0.10390,-0.19530,0.33729,-0.03714,0.12300
0.08133,0.13106,0.00053,-0.04931,-0.07661
0.13943,0.00370,0.48911,0.00601,-0.76360
-0.18126,0.01250,-0.01515,-0.04636,0.00538
0.05506,-0.04336,0.14443,-0.09166,-0.09269
